0	        0
2.00004	        0
3.980832	0
7.387186	0
12.908319	0
21.413612	0
33.952858	0
51.746601	0
76.167656	0
108.715561	0
150.986023	0
204.637451	0
271.356506	0
352.824493	0
450.685791	0
566.519226	0
701.813354	0
857.945801	0
1036.166504	0
1237.585449	0
1463.16394	0
1713.709595	0
1989.87439	0
2292.155518	0
2620.898438	0
2976.302246	0
3358.425781	0
3767.196045	0
4202.416504	0
4663.776367	0
5150.859863	0
5663.15625	0
6199.839355	0
6759.727051	0
7341.469727	0
7942.92627	0.000014
8564.624023	0.000055
9208.305664	0.000131
9873.560547	0.000279
10558.881836	0.000548
11262.484375	0.001
11982.662109	0.001701
12713.897461	0.002765
13453.225586	0.004267
14192.009766	0.006322
14922.685547	0.009035
15638.053711	0.012508
16329.560547	0.01686
16990.623047	0.022189
17613.28125	0.02861
18191.029297	0.036227
18716.96875	0.045146
19184.544922	0.055474
19587.513672	0.067316
19919.796875	0.080777
20175.394531	0.095964
20348.916016	0.112979
20434.158203	0.131935
20426.21875	0.152934
20319.011719	0.176091
20107.03125	0.20152
19785.357422	0.229315
19348.775391	0.259554
18798.822266	0.291993
18141.296875	0.326329
17385.595703	0.362203
16544.585938	0.399205
15633.566406	0.436906
14665.645508	0.475016
13653.219727	0.51328
12608.383789	0.551458
11543.166992	0.589317
10471.310547	0.626559
9405.222656	0.662934
8356.25293	0.698224
7335.164551	0.732224
6353.920898	0.764679
5422.802734	0.795385
4550.21582	0.824185
3743.464355	0.85095
3010.146973	0.875518
2356.202637	0.897767
1784.854614	0.917651
1297.656128	0.935157
895.193542	0.950274
576.314148	0.963007
336.772369	0.973466
162.043427	0.982238
54.208336	0.989153
6.575628	0.994204
0.00316	        0.99763
0.0	        1.0

# Source:
# https://www.ecmwf.int/en/forecasts/documentation-and-support/91-model-levels

